"Unicode","character","UTF-8","name","utf_link","download_link","supply","limit_mint","remaining","deploy","sales","holders"
"U+1F4B3","💳","f0 9f 92 b3","CREDIT CARD","%F0%9F%92%B3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%92%B3",300,1,300,1007825,0,0
"U+1F4B4","💴","f0 9f 92 b4","BANKNOTE WITH YEN SIGN","%F0%9F%92%B4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%92%B4",999,1,999,996580,0,0
"U+1F4B5","💵","f0 9f 92 b5","BANKNOTE WITH DOLLAR SIGN","%F0%9F%92%B5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%92%B5",100,1,0,969708,0,18
"U+1F4B6","💶","f0 9f 92 b6","BANKNOTE WITH EURO SIGN","%F0%9F%92%B6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%92%B6",100,1,85,974905,0,3
"U+1F4B7","💷","f0 9f 92 b7","BANKNOTE WITH POUND SIGN","%F0%9F%92%B7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%92%B7",100,1,97,974933,0,1
"U+1F4B8","💸","f0 9f 92 b8","MONEY WITH WINGS","%F0%9F%92%B8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%92%B8",100,1,0,445647,200000,29
"U+1F4B9","💹","f0 9f 92 b9","CHART WITH UPWARDS TREND AND YEN SIGN","%F0%9F%92%B9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%92%B9",18000000,10000,17890000,1968750,0,2
"U+1F4BA","💺","f0 9f 92 ba","SEAT","%F0%9F%92%BA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%92%BA",77,77,0,8158512,0,1
"U+1F4BB","💻","f0 9f 92 bb","PERSONAL COMPUTER","%F0%9F%92%BB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%92%BB",1024,1,1005,445653,0,4
"U+1F4BC","💼","f0 9f 92 bc","BRIEFCASE","%F0%9F%92%BC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%92%BC",1,1,0,5104878,0,1
"U+1F4BD","💽","f0 9f 92 bd","MINIDISC","%F0%9F%92%BD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%92%BD",10000,50,10000,3487429,0,0
"U+1F4BE","💾","f0 9f 92 be","FLOPPY DISK","%F0%9F%92%BE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%92%BE",128,1,118,445651,0,3
"U+1F4BF","💿","f0 9f 92 bf","OPTICAL DISC","%F0%9F%92%BF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%92%BF",500,10,500,3487307,0,0
"U+1F4C0","📀","f0 9f 93 80","DVD","%F0%9F%93%80","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%80",888,8,888,3487306,0,0
"U+1F4C1","📁","f0 9f 93 81","FILE FOLDER","%F0%9F%93%81","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%81",21000000,21000000,0,6318360,0,1
"U+1F4C2","📂","f0 9f 93 82","OPEN FILE FOLDER","%F0%9F%93%82","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%82",NA,NA,NA,NA,NA,NA
"U+1F4C3","📃","f0 9f 93 83","PAGE WITH CURL","%F0%9F%93%83","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%83",69420,1,69415,3981163,0,1
"U+1F4C4","📄","f0 9f 93 84","PAGE FACING UP","%F0%9F%93%84","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%84",69420,1,69420,3982446,0,0
"U+1F4C5","📅","f0 9f 93 85","CALENDAR","%F0%9F%93%85","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%85",360,30,0,7272907,0,7
"U+1F4C6","📆","f0 9f 93 86","TEAR-OFF CALENDAR","%F0%9F%93%86","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%86",360,30,0,7272909,0,5
"U+1F4C7","📇","f0 9f 93 87","CARD INDEX","%F0%9F%93%87","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%87",10000,10000,10000,7405778,0,0
"U+1F4C8","📈","f0 9f 93 88","CHART WITH UPWARDS TREND","%F0%9F%93%88","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%88",999,1,986,1012946,0,3
"U+1F4C9","📉","f0 9f 93 89","CHART WITH DOWNWARDS TREND","%F0%9F%93%89","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%89",1,1,0,3868282,0,1
"U+1F4CA","📊","f0 9f 93 8a","BAR CHART","%F0%9F%93%8A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%8A",21,21,0,6896482,0,1
"U+1F4CB","📋","f0 9f 93 8b","CLIPBOARD","%F0%9F%93%8B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%8B",1,1,0,8454462,0,1
"U+1F4CC","📌","f0 9f 93 8c","PUSHPIN","%F0%9F%93%8C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%8C",10000,1,10000,1023164,0,0
"U+1F4CD","📍","f0 9f 93 8d","ROUND PUSHPIN","%F0%9F%93%8D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%8D",21000000,21000000,0,6318498,0,1
"U+1F4CE","📎","f0 9f 93 8e","PAPERCLIP","%F0%9F%93%8E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%8E",21000000,1000,20985000,4284792,0,2
"U+1F4CF","📏","f0 9f 93 8f","STRAIGHT RULER","%F0%9F%93%8F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%8F",1,1,0,8453575,0,1
"U+1F4D0","📐","f0 9f 93 90","TRIANGULAR RULER","%F0%9F%93%90","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%90",777,7,700,8659561,0,4
"U+1F4D1","📑","f0 9f 93 91","BOOKMARK TABS","%F0%9F%93%91","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%91",1,1,0,18951369,0,1
"U+1F4D2","📒","f0 9f 93 92","LEDGER","%F0%9F%93%92","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%92",210,3,210,8045485,0,0
"U+1F4D3","📓","f0 9f 93 93","NOTEBOOK","%F0%9F%93%93","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%93",10,10,0,7519417,0,1
"U+1F4D4","📔","f0 9f 93 94","NOTEBOOK WITH DECORATIVE COVER","%F0%9F%93%94","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%94",1337,13.37,1323.63,7511729,0,1
"U+1F4D5","📕","f0 9f 93 95","CLOSED BOOK","%F0%9F%93%95","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%95",100,1,100,7882552,0,0
"U+1F4D6","📖","f0 9f 93 96","OPEN BOOK","%F0%9F%93%96","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%96",10000000000,250000000,0,7599653,0,15
"U+1F4D7","📗","f0 9f 93 97","GREEN BOOK","%F0%9F%93%97","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%97",100,1,100,7881646,0,0
"U+1F4D8","📘","f0 9f 93 98","BLUE BOOK","%F0%9F%93%98","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%98",1111,11,1111,7880004,0,0
"U+1F4D9","📙","f0 9f 93 99","ORANGE BOOK","%F0%9F%93%99","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%99",21,1,0,7885042,0,11
"U+1F4DA","📚","f0 9f 93 9a","BOOKS","%F0%9F%93%9A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%9A",21,21,0,6828778,0,1
"U+1F4DB","📛","f0 9f 93 9b","NAME BADGE","%F0%9F%93%9B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%9B",100,100,0,8045374,0,1
"U+1F4DC","📜","f0 9f 93 9c","SCROLL","%F0%9F%93%9C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%9C",1000,1000,0,5222534,0,1
"U+1F4DD","📝","f0 9f 93 9d","MEMO","%F0%9F%93%9D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%9D",21,21,0,8218724,0,1
"U+1F4DE","📞","f0 9f 93 9e","TELEPHONE RECEIVER","%F0%9F%93%9E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%9E",1,1,0,18951370,0,1
"U+1F4DF","📟","f0 9f 93 9f","PAGER","%F0%9F%93%9F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%9F",21000000,1000000,0,7259343,0,6
"U+1F4E0","📠","f0 9f 93 a0","FAX MACHINE","%F0%9F%93%A0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%A0",NA,NA,NA,NA,NA,NA
"U+1F4E1","📡","f0 9f 93 a1","SATELLITE ANTENNA","%F0%9F%93%A1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%A1",600,4,0,5496084,0,10
"U+1F4E2","📢","f0 9f 93 a2","PUBLIC ADDRESS LOUDSPEAKER","%F0%9F%93%A2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%A2",1,1,0,7984131,0,1
"U+1F4E3","📣","f0 9f 93 a3","CHEERING MEGAPHONE","%F0%9F%93%A3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%A3",21,21,0,6476919,0,1
"U+1F4E4","📤","f0 9f 93 a4","OUTBOX TRAY","%F0%9F%93%A4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%A4",NA,NA,NA,NA,NA,NA
"U+1F4E5","📥","f0 9f 93 a5","INBOX TRAY","%F0%9F%93%A5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%A5",NA,NA,NA,NA,NA,NA
"U+1F4E6","📦","f0 9f 93 a6","PACKAGE","%F0%9F%93%A6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%A6",50,50,0,6430152,0,1
"U+1F4E7","📧","f0 9f 93 a7","E-MAIL SYMBOL","%F0%9F%93%A7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%A7",NA,NA,NA,NA,NA,NA
"U+1F4E8","📨","f0 9f 93 a8","INCOMING ENVELOPE","%F0%9F%93%A8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%A8",21000000,21000000,0,9164201,0,1
"U+1F4E9","📩","f0 9f 93 a9","ENVELOPE WITH DOWNWARDS ARROW ABOVE","%F0%9F%93%A9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%A9",21000000,2100000,0,7243418,0,8
"U+1F4EA","📪","f0 9f 93 aa","CLOSED MAILBOX WITH LOWERED FLAG","%F0%9F%93%AA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%AA",1,1,0,9044032,0,1
"U+1F4EB","📫","f0 9f 93 ab","CLOSED MAILBOX WITH RAISED FLAG","%F0%9F%93%AB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%AB",100,100,0,8345879,0,1
"U+1F4EC","📬","f0 9f 93 ac","OPEN MAILBOX WITH RAISED FLAG","%F0%9F%93%AC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%AC",199,199,0,6237567,0,1
"U+1F4ED","📭","f0 9f 93 ad","OPEN MAILBOX WITH LOWERED FLAG","%F0%9F%93%AD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%AD",88888888,8888,88888888,5686946,0,0
"U+1F4EE","📮","f0 9f 93 ae","POSTBOX","%F0%9F%93%AE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%AE",2100000,2100000,0,8009668,0,1
"U+1F4EF","📯","f0 9f 93 af","POSTAL HORN","%F0%9F%93%AF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%AF",1000000,50000,0,7565318,0,13
"U+1F4F0","📰","f0 9f 93 b0","NEWSPAPER","%F0%9F%93%B0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%B0",21,1,0,1935579,0,7
"U+1F4F1","📱","f0 9f 93 b1","MOBILE PHONE","%F0%9F%93%B1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%B1",100,1,91,981388,0,2
"U+1F4F2","📲","f0 9f 93 b2","MOBILE PHONE WITH RIGHTWARDS ARROW AT LEFT","%F0%9F%93%B2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%B2",1000,150,0,7047308,0,4
"U+1F4F3","📳","f0 9f 93 b3","VIBRATION MODE","%F0%9F%93%B3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%B3",21000000000,21000000000,21000000000,8901859,0,0
"U+1F4F4","📴","f0 9f 93 b4","MOBILE PHONE OFF","%F0%9F%93%B4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%B4",1,1,0,18951372,0,1
"U+1F4F5","📵","f0 9f 93 b5","NO MOBILE PHONES","%F0%9F%93%B5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%B5",NA,NA,NA,NA,NA,NA
"U+1F4F6","📶","f0 9f 93 b6","ANTENNA WITH BARS","%F0%9F%93%B6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%B6",1000000,100,1000000,3388882,0,0
"U+1F4F7","📷","f0 9f 93 b7","CAMERA","%F0%9F%93%B7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%B7",10000,8000,0,3406192,0,2
"U+1F4F8","📸","f0 9f 93 b8","CAMERA WITH FLASH","%F0%9F%93%B8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%B8",99,1,99,1474581,0,0
"U+1F4F9","📹","f0 9f 93 b9","VIDEO CAMERA","%F0%9F%93%B9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%B9",1983,1,1983,5938905,0,0
"U+1F4FA","📺","f0 9f 93 ba","TELEVISION","%F0%9F%93%BA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%BA",1920,2,1920,5938907,0,0
"U+1F4FB","📻","f0 9f 93 bb","RADIO","%F0%9F%93%BB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%BB",1947,2,1947,6027557,0,0
"U+1F4FC","📼","f0 9f 93 bc","VIDEOCASSETTE","%F0%9F%93%BC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%BC",1976,9,1976,6027877,0,0
"U+1F4FD","📽","f0 9f 93 bd","FILM PROJECTOR","%F0%9F%93%BD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%BD",1,1,0,18898240,0,1
"U+1F4FE","📾","f0 9f 93 be","PORTABLE STEREO","%F0%9F%93%BE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%BE",1,1,0,8454388,0,1
"U+1F4FF","📿","f0 9f 93 bf","PRAYER BEADS","%F0%9F%93%BF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%93%BF",21000000,1000,21000000,4712351,0,0
"U+1F600","😀","f0 9f 98 80","GRINNING FACE","%F0%9F%98%80","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%80",500,1,0,489532,0,24
"U+1F601","😁","f0 9f 98 81","GRINNING FACE WITH SMILING EYES","%F0%9F%98%81","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%81",7777777,777,7777777,1740836,0,0
"U+1F602","😂","f0 9f 98 82","FACE WITH TEARS OF JOY","%F0%9F%98%82","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%82",8008,2,7586,900079,0,16
"U+1F603","😃","f0 9f 98 83","SMILING FACE WITH OPEN MOUTH","%F0%9F%98%83","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%83",777,1,764,5839788,0,5
"U+1F604","😄","f0 9f 98 84","SMILING FACE WITH OPEN MOUTH AND SMILING EYES","%F0%9F%98%84","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%84",8888,1,8872,4982819,0,2
"U+1F605","😅","f0 9f 98 85","SMILING FACE WITH OPEN MOUTH AND COLD SWEAT","%F0%9F%98%85","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%85",100000,1000,88000,3475503,0,5
"U+1F606","😆","f0 9f 98 86","SMILING FACE WITH OPEN MOUTH AND TIGHTLY-CLOSED EYES","%F0%9F%98%86","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%86",1000,1,986,4076615,0,3
"U+1F607","😇","f0 9f 98 87","SMILING FACE WITH HALO","%F0%9F%98%87","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%87",1111,1,1107,484259,0,2
"U+1F608","😈","f0 9f 98 88","SMILING FACE WITH HORNS","%F0%9F%98%88","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%88",666,1,648,424620,0,5
"U+1F609","😉","f0 9f 98 89","WINKING FACE","%F0%9F%98%89","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%89",1,1,0,3630048,0,1
"U+1F60A","😊","f0 9f 98 8a","SMILING FACE WITH SMILING EYES","%F0%9F%98%8A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%8A",21000000,1000,20982000,1862044,0,4
"U+1F60B","😋","f0 9f 98 8b","FACE SAVOURING DELICIOUS FOOD","%F0%9F%98%8B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%8B",777,1,770,5837964,0,1
"U+1F60C","😌","f0 9f 98 8c","RELIEVED FACE","%F0%9F%98%8C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%8C",24,6,0,6064400,0,2
"U+1F60D","😍","f0 9f 98 8d","SMILING FACE WITH HEART-SHAPED EYES","%F0%9F%98%8D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%8D",33,1,0,595877,0,15
"U+1F60E","😎","f0 9f 98 8e","SMILING FACE WITH SUNGLASSES","%F0%9F%98%8E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%8E",21e14,100000000,21e14,424621,0,0
"U+1F60F","😏","f0 9f 98 8f","SMIRKING FACE","%F0%9F%98%8F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%8F",1,1,0,3630050,0,1
"U+1F610","😐","f0 9f 98 90","NEUTRAL FACE","%F0%9F%98%90","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%90",100,1,100,10814488,0,0
"U+1F611","😑","f0 9f 98 91","EXPRESSIONLESS FACE","%F0%9F%98%91","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%91",24,6,0,6064402,0,3
"U+1F612","😒","f0 9f 98 92","UNAMUSED FACE","%F0%9F%98%92","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%92",24,6,0,5898145,0,5
"U+1F613","😓","f0 9f 98 93","FACE WITH COLD SWEAT","%F0%9F%98%93","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%93",24,6,0,5898149,0,4
"U+1F614","😔","f0 9f 98 94","PENSIVE FACE","%F0%9F%98%94","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%94",24,6,0,5898142,0,3
"U+1F615","😕","f0 9f 98 95","CONFUSED FACE","%F0%9F%98%95","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%95",42,1,0,468812,0,9
"U+1F616","😖","f0 9f 98 96","CONFOUNDED FACE","%F0%9F%98%96","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%96",221,1,217,3742901,0,1
"U+1F617","😗","f0 9f 98 97","KISSING FACE","%F0%9F%98%97","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%97",100,1,100,10810219,0,0
"U+1F618","😘","f0 9f 98 98","FACE THROWING A KISS","%F0%9F%98%98","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%98",25,1,0,1172920,0,4
"U+1F619","😙","f0 9f 98 99","KISSING FACE WITH SMILING EYES","%F0%9F%98%99","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%99",24,6,0,5898146,0,2
"U+1F61A","😚","f0 9f 98 9a","KISSING FACE WITH CLOSED EYES","%F0%9F%98%9A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%9A",24,6,0,5898148,0,4
"U+1F61B","😛","f0 9f 98 9b","FACE WITH STUCK-OUT TONGUE","%F0%9F%98%9B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%9B",1,1,0,3630049,0,1
"U+1F61C","😜","f0 9f 98 9c","FACE WITH STUCK-OUT TONGUE AND WINKING EYE","%F0%9F%98%9C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%9C",93,1,82,3785244,0,4
"U+1F61D","😝","f0 9f 98 9d","FACE WITH STUCK-OUT TONGUE AND TIGHTLY-CLOSED EYES","%F0%9F%98%9D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%9D",221,1,215,3733432,0,2
"U+1F61E","😞","f0 9f 98 9e","DISAPPOINTED FACE","%F0%9F%98%9E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%9E",24,6,0,5898144,0,4
"U+1F61F","😟","f0 9f 98 9f","WORRIED FACE","%F0%9F%98%9F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%9F",24,6,0,5898143,0,3
"U+1F620","😠","f0 9f 98 a0","ANGRY FACE","%F0%9F%98%A0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%A0",24,6,0,5894365,0,2
"U+1F621","😡","f0 9f 98 a1","POUTING FACE","%F0%9F%98%A1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%A1",221,1,217,3784440,0,1
"U+1F622","😢","f0 9f 98 a2","CRYING FACE","%F0%9F%98%A2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%A2",24,6,0,5894363,0,4
"U+1F623","😣","f0 9f 98 a3","PERSEVERING FACE","%F0%9F%98%A3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%A3",24,6,0,5894364,0,2
"U+1F624","😤","f0 9f 98 a4","FACE WITH LOOK OF TRIUMPH","%F0%9F%98%A4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%A4",8,1,0,985246,0,3
"U+1F625","😥","f0 9f 98 a5","DISAPPOINTED BUT RELIEVED FACE","%F0%9F%98%A5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%A5",24,6,0,5893964,0,2
"U+1F626","😦","f0 9f 98 a6","FROWNING FACE WITH OPEN MOUTH","%F0%9F%98%A6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%A6",24,6,0,5893849,0,4
"U+1F627","😧","f0 9f 98 a7","ANGUISHED FACE","%F0%9F%98%A7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%A7",24,6,0,5893963,0,4
"U+1F628","😨","f0 9f 98 a8","FEARFUL FACE","%F0%9F%98%A8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%A8",24,6,0,5893848,0,2
"U+1F629","😩","f0 9f 98 a9","WEARY FACE","%F0%9F%98%A9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%A9",24,6,0,5893961,0,2
"U+1F62A","😪","f0 9f 98 aa","SLEEPY FACE","%F0%9F%98%AA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%AA",420000,1,420000,4169488,0,0
"U+1F62B","😫","f0 9f 98 ab","TIRED FACE","%F0%9F%98%AB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%AB",24,6,0,5893847,0,6
"U+1F62C","😬","f0 9f 98 ac","GRIMACING FACE","%F0%9F%98%AC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%AC",500,1,496,1011938,0,1
"U+1F62D","😭","f0 9f 98 ad","LOUDLY CRYING FACE","%F0%9F%98%AD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%AD",21e14,100000000,2099999799999999,424610,0,3
"U+1F62E","😮","f0 9f 98 ae","FACE WITH OPEN MOUTH","%F0%9F%98%AE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%AE",24,6,0,5893962,0,5
"U+1F62F","😯","f0 9f 98 af","HUSHED FACE","%F0%9F%98%AF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%AF",24,6,0,5893846,0,5
"U+1F630","😰","f0 9f 98 b0","FACE WITH OPEN MOUTH AND COLD SWEAT","%F0%9F%98%B0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%B0",24,6,0,5893960,0,6
"U+1F631","😱","f0 9f 98 b1","FACE SCREAMING IN FEAR","%F0%9F%98%B1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%B1",100,10,0,2258263,0,3
"U+1F632","😲","f0 9f 98 b2","ASTONISHED FACE","%F0%9F%98%B2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%B2",21,1,0,468811,0,3
"U+1F633","😳","f0 9f 98 b3","FLUSHED FACE","%F0%9F%98%B3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%B3",1,1,0,3554118,0,1
"U+1F634","😴","f0 9f 98 b4","SLEEPING FACE","%F0%9F%98%B4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%B4",99,1,0,3770675,0,17
"U+1F635","😵","f0 9f 98 b5","DIZZY FACE","%F0%9F%98%B5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%B5",32,1,0,500563,0,6
"U+1F636","😶","f0 9f 98 b6","FACE WITHOUT MOUTH","%F0%9F%98%B6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%B6",32,1,0,468810,0,9
"U+1F637","😷","f0 9f 98 b7","FACE WITH MEDICAL MASK","%F0%9F%98%B7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%B7",10000,10,9870,5275194,0,2
"U+1F638","😸","f0 9f 98 b8","GRINNING CAT FACE WITH SMILING EYES","%F0%9F%98%B8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%98%B8",1,1,0,5072513,0,1
