"Unicode","character","UTF-8","name","utf_link","download_link","supply","limit_mint","remaining","deploy","sales","holders"
"U+1F16C","🅬","f0 9f 85 ac","RAISED MR SIGN","%F0%9F%85%AC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%AC",NA,NA,NA,NA,NA,NA
"U+1F16D","🅭","f0 9f 85 ad","CIRCLED CC","%F0%9F%85%AD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%AD",NA,NA,NA,NA,NA,NA
"U+1F16E","🅮","f0 9f 85 ae","CIRCLED C WITH OVERLAID BACKSLASH","%F0%9F%85%AE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%AE",NA,NA,NA,NA,NA,NA
"U+1F16F","🅯","f0 9f 85 af","CIRCLED HUMAN FIGURE","%F0%9F%85%AF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%AF",NA,NA,NA,NA,NA,NA
"U+1F170","🅰","f0 9f 85 b0","NEGATIVE SQUARED LATIN CAPITAL LETTER A","%F0%9F%85%B0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%B0",21000000,1000,21000000,1888799,0,0
"U+1F171","🅱","f0 9f 85 b1","NEGATIVE SQUARED LATIN CAPITAL LETTER B","%F0%9F%85%B1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%B1",21000000,10000,21000000,6199712,0,0
"U+1F172","🅲","f0 9f 85 b2","NEGATIVE SQUARED LATIN CAPITAL LETTER C","%F0%9F%85%B2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%B2",1000000000000,1000,1000000000000,19691698,0,0
"U+1F173","🅳","f0 9f 85 b3","NEGATIVE SQUARED LATIN CAPITAL LETTER D","%F0%9F%85%B3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%B3",1000000000000,1000,1000000000000,19691870,0,0
"U+1F174","🅴","f0 9f 85 b4","NEGATIVE SQUARED LATIN CAPITAL LETTER E","%F0%9F%85%B4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%B4",1000000000000,1000,1000000000000,19691756,0,0
"U+1F175","🅵","f0 9f 85 b5","NEGATIVE SQUARED LATIN CAPITAL LETTER F","%F0%9F%85%B5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%B5",1000000000000,1000,1000000000000,19691687,0,0
"U+1F176","🅶","f0 9f 85 b6","NEGATIVE SQUARED LATIN CAPITAL LETTER G","%F0%9F%85%B6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%B6",1000000000000,1000,1000000000000,19691890,0,0
"U+1F177","🅷","f0 9f 85 b7","NEGATIVE SQUARED LATIN CAPITAL LETTER H","%F0%9F%85%B7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%B7",1000000000000,1000,1000000000000,19691224,0,0
"U+1F178","🅸","f0 9f 85 b8","NEGATIVE SQUARED LATIN CAPITAL LETTER I","%F0%9F%85%B8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%B8",1000000000000,1000,1000000000000,19691223,0,0
"U+1F179","🅹","f0 9f 85 b9","NEGATIVE SQUARED LATIN CAPITAL LETTER J","%F0%9F%85%B9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%B9",1000000000000,1000,1000000000000,19685163,0,0
"U+1F17A","🅺","f0 9f 85 ba","NEGATIVE SQUARED LATIN CAPITAL LETTER K","%F0%9F%85%BA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%BA",1000000000000,1000,1000000000000,19691225,0,0
"U+1F17B","🅻","f0 9f 85 bb","NEGATIVE SQUARED LATIN CAPITAL LETTER L","%F0%9F%85%BB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%BB",1000000000000,1000,1000000000000,19691222,0,0
"U+1F17C","🅼","f0 9f 85 bc","NEGATIVE SQUARED LATIN CAPITAL LETTER M","%F0%9F%85%BC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%BC",1000000000000,1000,1000000000000,19708451,0,0
"U+1F17D","🅽","f0 9f 85 bd","NEGATIVE SQUARED LATIN CAPITAL LETTER N","%F0%9F%85%BD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%BD",10000,10,10000,1704496,0,0
"U+1F17E","🅾","f0 9f 85 be","NEGATIVE SQUARED LATIN CAPITAL LETTER O","%F0%9F%85%BE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%BE",1000000000000,1000,1000000000000,19709094,0,0
"U+1F17F","🅿","f0 9f 85 bf","NEGATIVE SQUARED LATIN CAPITAL LETTER P","%F0%9F%85%BF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%85%BF",1000000000000,1000,1000000000000,19685238,0,0
"U+1F180","🆀","f0 9f 86 80","NEGATIVE SQUARED LATIN CAPITAL LETTER Q","%F0%9F%86%80","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%80",1000000000000,1000,1000000000000,19727758,0,0
"U+1F181","🆁","f0 9f 86 81","NEGATIVE SQUARED LATIN CAPITAL LETTER R","%F0%9F%86%81","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%81",1000000000000,1000,1000000000000,19708535,0,0
"U+1F182","🆂","f0 9f 86 82","NEGATIVE SQUARED LATIN CAPITAL LETTER S","%F0%9F%86%82","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%82",1000000000000,1000,1000000000000,19727407,0,0
"U+1F183","🆃","f0 9f 86 83","NEGATIVE SQUARED LATIN CAPITAL LETTER T","%F0%9F%86%83","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%83",1000000000000,1000,1000000000000,19727932,0,0
"U+1F184","🆄","f0 9f 86 84","NEGATIVE SQUARED LATIN CAPITAL LETTER U","%F0%9F%86%84","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%84",1000000000000,1000,1000000000000,19709090,0,0
"U+1F185","🆅","f0 9f 86 85","NEGATIVE SQUARED LATIN CAPITAL LETTER V","%F0%9F%86%85","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%85",1000000000000,1000,1000000000000,19709096,0,0
"U+1F186","🆆","f0 9f 86 86","NEGATIVE SQUARED LATIN CAPITAL LETTER W","%F0%9F%86%86","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%86",1000000000000,1000,1000000000000,19709091,0,0
"U+1F187","🆇","f0 9f 86 87","NEGATIVE SQUARED LATIN CAPITAL LETTER X","%F0%9F%86%87","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%87",20232023,2023,20112666,19351027,0,3
"U+1F188","🆈","f0 9f 86 88","NEGATIVE SQUARED LATIN CAPITAL LETTER Y","%F0%9F%86%88","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%88",10000,10,10000,1704494,0,0
"U+1F189","🆉","f0 9f 86 89","NEGATIVE SQUARED LATIN CAPITAL LETTER Z","%F0%9F%86%89","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%89",10000,10,10000,1704495,0,0
"U+1F18A","🆊","f0 9f 86 8a","CROSSED NEGATIVE SQUARED LATIN CAPITAL LETTER P","%F0%9F%86%8A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%8A",NA,NA,NA,NA,NA,NA
"U+1F18B","🆋","f0 9f 86 8b","NEGATIVE SQUARED IC","%F0%9F%86%8B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%8B",NA,NA,NA,NA,NA,NA
"U+1F18C","🆌","f0 9f 86 8c","NEGATIVE SQUARED PA","%F0%9F%86%8C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%8C",NA,NA,NA,NA,NA,NA
"U+1F18D","🆍","f0 9f 86 8d","NEGATIVE SQUARED SA","%F0%9F%86%8D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%8D",NA,NA,NA,NA,NA,NA
"U+1F18E","🆎","f0 9f 86 8e","NEGATIVE SQUARED AB","%F0%9F%86%8E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%8E",NA,NA,NA,NA,NA,NA
"U+1F18F","🆏","f0 9f 86 8f","NEGATIVE SQUARED WC","%F0%9F%86%8F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%8F",NA,NA,NA,NA,NA,NA
"U+1F190","🆐","f0 9f 86 90","SQUARE DJ","%F0%9F%86%90","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%90",NA,NA,NA,NA,NA,NA
"U+1F191","🆑","f0 9f 86 91","SQUARED CL","%F0%9F%86%91","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%91",NA,NA,NA,NA,NA,NA
"U+1F192","🆒","f0 9f 86 92","SQUARED COOL","%F0%9F%86%92","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%92",777,1,777,985320,0,0
"U+1F193","🆓","f0 9f 86 93","SQUARED FREE","%F0%9F%86%93","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%93",10000,1,10000,985729,0,0
"U+1F194","🆔","f0 9f 86 94","SQUARED ID","%F0%9F%86%94","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%94",21000000,100,20999900,972116,0,1
"U+1F195","🆕","f0 9f 86 95","SQUARED NEW","%F0%9F%86%95","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%95",10,3,0,7130056,0,2
"U+1F196","🆖","f0 9f 86 96","SQUARED NG","%F0%9F%86%96","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%96",1,1,0,2632323,0,1
"U+1F197","🆗","f0 9f 86 97","SQUARED OK","%F0%9F%86%97","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%97",10000,1,9998,972117,0,2
"U+1F198","🆘","f0 9f 86 98","SQUARED SOS","%F0%9F%86%98","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%98",21000000,100,21000000,1060530,0,0
"U+1F199","🆙","f0 9f 86 99","SQUARED UP WITH EXCLAMATION MARK","%F0%9F%86%99","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%99",1000000,1000000,0,1821745,0,1
"U+1F19A","🆚","f0 9f 86 9a","SQUARED VS","%F0%9F%86%9A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%9F%86%9A",21000000,21000,21000000,5680251,0,0
"U+13000","𓀀","f0 93 80 80","EGYPTIAN HIEROGLYPH A001","%F0%93%80%80","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%80",21000000,1000,20970000,5088506,0,2
"U+13001","𓀁","f0 93 80 81","EGYPTIAN HIEROGLYPH A002","%F0%93%80%81","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%81",69000,69,69000,7325037,0,0
"U+13002","𓀂","f0 93 80 82","EGYPTIAN HIEROGLYPH A003","%F0%93%80%82","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%82",NA,NA,NA,NA,NA,NA
"U+13003","𓀃","f0 93 80 83","EGYPTIAN HIEROGLYPH A004","%F0%93%80%83","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%83",NA,NA,NA,NA,NA,NA
"U+13004","𓀄","f0 93 80 84","EGYPTIAN HIEROGLYPH A005","%F0%93%80%84","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%84",NA,NA,NA,NA,NA,NA
"U+13005","𓀅","f0 93 80 85","EGYPTIAN HIEROGLYPH A005A","%F0%93%80%85","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%85",NA,NA,NA,NA,NA,NA
"U+13006","𓀆","f0 93 80 86","EGYPTIAN HIEROGLYPH A006","%F0%93%80%86","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%86",21000000,10000,21000000,8118349,0,0
"U+13007","𓀇","f0 93 80 87","EGYPTIAN HIEROGLYPH A006A","%F0%93%80%87","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%87",NA,NA,NA,NA,NA,NA
"U+13008","𓀈","f0 93 80 88","EGYPTIAN HIEROGLYPH A006B","%F0%93%80%88","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%88",NA,NA,NA,NA,NA,NA
"U+13009","𓀉","f0 93 80 89","EGYPTIAN HIEROGLYPH A007","%F0%93%80%89","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%89",NA,NA,NA,NA,NA,NA
"U+1300A","𓀊","f0 93 80 8a","EGYPTIAN HIEROGLYPH A008","%F0%93%80%8A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%8A",21000,100,20900,3541881,0,1
"U+1300B","𓀋","f0 93 80 8b","EGYPTIAN HIEROGLYPH A009","%F0%93%80%8B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%8B",1000000000000,1000,1000000000000,19805747,0,0
"U+1300C","𓀌","f0 93 80 8c","EGYPTIAN HIEROGLYPH A010","%F0%93%80%8C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%8C",NA,NA,NA,NA,NA,NA
"U+1300D","𓀍","f0 93 80 8d","EGYPTIAN HIEROGLYPH A011","%F0%93%80%8D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%8D",1000000000000,1000,1000000000000,19973619,0,0
"U+1300E","𓀎","f0 93 80 8e","EGYPTIAN HIEROGLYPH A012","%F0%93%80%8E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%8E",1000000000000,1000,1000000000000,19805749,0,0
"U+1300F","𓀏","f0 93 80 8f","EGYPTIAN HIEROGLYPH A013","%F0%93%80%8F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%8F",1000000000000,1000,1000000000000,19793925,0,0
"U+13010","𓀐","f0 93 80 90","EGYPTIAN HIEROGLYPH A014","%F0%93%80%90","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%90",NA,NA,NA,NA,NA,NA
"U+13011","𓀑","f0 93 80 91","EGYPTIAN HIEROGLYPH A014A","%F0%93%80%91","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%91",1000000000000,1000,1000000000000,19973734,0,0
"U+13012","𓀒","f0 93 80 92","EGYPTIAN HIEROGLYPH A015","%F0%93%80%92","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%92",NA,NA,NA,NA,NA,NA
"U+13013","𓀓","f0 93 80 93","EGYPTIAN HIEROGLYPH A016","%F0%93%80%93","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%93",NA,NA,NA,NA,NA,NA
"U+13014","𓀔","f0 93 80 94","EGYPTIAN HIEROGLYPH A017","%F0%93%80%94","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%94",NA,NA,NA,NA,NA,NA
"U+13015","𓀕","f0 93 80 95","EGYPTIAN HIEROGLYPH A017A","%F0%93%80%95","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%95",NA,NA,NA,NA,NA,NA
"U+13016","𓀖","f0 93 80 96","EGYPTIAN HIEROGLYPH A018","%F0%93%80%96","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%96",NA,NA,NA,NA,NA,NA
"U+13017","𓀗","f0 93 80 97","EGYPTIAN HIEROGLYPH A019","%F0%93%80%97","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%97",NA,NA,NA,NA,NA,NA
"U+13018","𓀘","f0 93 80 98","EGYPTIAN HIEROGLYPH A020","%F0%93%80%98","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%98",1000000000000,1000,1000000000000,19973624,0,0
"U+13019","𓀙","f0 93 80 99","EGYPTIAN HIEROGLYPH A021","%F0%93%80%99","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%99",1000000000000,1000000000000,0,19973513,0,1
"U+1301A","𓀚","f0 93 80 9a","EGYPTIAN HIEROGLYPH A022","%F0%93%80%9A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%9A",1000000000000,1002,1000000000000,19973626,0,0
"U+1301B","𓀛","f0 93 80 9b","EGYPTIAN HIEROGLYPH A023","%F0%93%80%9B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%9B",1000000000000,1000000000000,0,19640256,0,1
"U+1301C","𓀜","f0 93 80 9c","EGYPTIAN HIEROGLYPH A024","%F0%93%80%9C","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%9C",NA,NA,NA,NA,NA,NA
"U+1301D","𓀝","f0 93 80 9d","EGYPTIAN HIEROGLYPH A025","%F0%93%80%9D","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%9D",1000000000000,1000,1000000000000,19973493,0,0
"U+1301E","𓀞","f0 93 80 9e","EGYPTIAN HIEROGLYPH A026","%F0%93%80%9E","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%9E",NA,NA,NA,NA,NA,NA
"U+1301F","𓀟","f0 93 80 9f","EGYPTIAN HIEROGLYPH A027","%F0%93%80%9F","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%9F",NA,NA,NA,NA,NA,NA
"U+13020","𓀠","f0 93 80 a0","EGYPTIAN HIEROGLYPH A028","%F0%93%80%A0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%A0",369,369,0,7787046,0,1
"U+13021","𓀡","f0 93 80 a1","EGYPTIAN HIEROGLYPH A029","%F0%93%80%A1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%A1",1000000000000,1000,1000000000000,19795552,0,0
"U+13022","𓀢","f0 93 80 a2","EGYPTIAN HIEROGLYPH A030","%F0%93%80%A2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%A2",369,369,0,7881877,0,1
"U+13023","𓀣","f0 93 80 a3","EGYPTIAN HIEROGLYPH A031","%F0%93%80%A3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%A3",NA,NA,NA,NA,NA,NA
"U+13024","𓀤","f0 93 80 a4","EGYPTIAN HIEROGLYPH A032","%F0%93%80%A4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%A4",NA,NA,NA,NA,NA,NA
"U+13025","𓀥","f0 93 80 a5","EGYPTIAN HIEROGLYPH A032A","%F0%93%80%A5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%A5",1000000000000,1000,1000000000000,19805744,0,0
"U+13026","𓀦","f0 93 80 a6","EGYPTIAN HIEROGLYPH A033","%F0%93%80%A6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%A6",10000,1,9997,10122782,0,1
"U+13027","𓀧","f0 93 80 a7","EGYPTIAN HIEROGLYPH A034","%F0%93%80%A7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%A7",NA,NA,NA,NA,NA,NA
"U+13028","𓀨","f0 93 80 a8","EGYPTIAN HIEROGLYPH A035","%F0%93%80%A8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%A8",1000000000000,1000,1000000000000,19795456,0,0
"U+13029","𓀩","f0 93 80 a9","EGYPTIAN HIEROGLYPH A036","%F0%93%80%A9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%A9",1000000000000,1000,1000000000000,19793999,0,0
"U+1302A","𓀪","f0 93 80 aa","EGYPTIAN HIEROGLYPH A037","%F0%93%80%AA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%AA",NA,NA,NA,NA,NA,NA
"U+1302B","𓀫","f0 93 80 ab","EGYPTIAN HIEROGLYPH A038","%F0%93%80%AB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%AB",NA,NA,NA,NA,NA,NA
"U+1302C","𓀬","f0 93 80 ac","EGYPTIAN HIEROGLYPH A039","%F0%93%80%AC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%AC",21000000,1000,21000000,6769808,0,0
"U+1302D","𓀭","f0 93 80 ad","EGYPTIAN HIEROGLYPH A040","%F0%93%80%AD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%AD",21000000,1000,21000000,5088462,0,0
"U+1302E","𓀮","f0 93 80 ae","EGYPTIAN HIEROGLYPH A040A","%F0%93%80%AE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%AE",NA,NA,NA,NA,NA,NA
"U+1302F","𓀯","f0 93 80 af","EGYPTIAN HIEROGLYPH A041","%F0%93%80%AF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%AF",NA,NA,NA,NA,NA,NA
"U+13030","𓀰","f0 93 80 b0","EGYPTIAN HIEROGLYPH A042","%F0%93%80%B0","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%B0",NA,NA,NA,NA,NA,NA
"U+13031","𓀱","f0 93 80 b1","EGYPTIAN HIEROGLYPH A042A","%F0%93%80%B1","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%B1",NA,NA,NA,NA,NA,NA
"U+13032","𓀲","f0 93 80 b2","EGYPTIAN HIEROGLYPH A043","%F0%93%80%B2","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%B2",NA,NA,NA,NA,NA,NA
"U+13033","𓀳","f0 93 80 b3","EGYPTIAN HIEROGLYPH A043A","%F0%93%80%B3","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%B3",NA,NA,NA,NA,NA,NA
"U+13034","𓀴","f0 93 80 b4","EGYPTIAN HIEROGLYPH A044","%F0%93%80%B4","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%B4",NA,NA,NA,NA,NA,NA
"U+13035","𓀵","f0 93 80 b5","EGYPTIAN HIEROGLYPH A045","%F0%93%80%B5","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%B5",NA,NA,NA,NA,NA,NA
"U+13036","𓀶","f0 93 80 b6","EGYPTIAN HIEROGLYPH A045A","%F0%93%80%B6","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%B6",NA,NA,NA,NA,NA,NA
"U+13037","𓀷","f0 93 80 b7","EGYPTIAN HIEROGLYPH A046","%F0%93%80%B7","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%B7",NA,NA,NA,NA,NA,NA
"U+13038","𓀸","f0 93 80 b8","EGYPTIAN HIEROGLYPH A047","%F0%93%80%B8","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%B8",NA,NA,NA,NA,NA,NA
"U+13039","𓀹","f0 93 80 b9","EGYPTIAN HIEROGLYPH A048","%F0%93%80%B9","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%B9",NA,NA,NA,NA,NA,NA
"U+1303A","𓀺","f0 93 80 ba","EGYPTIAN HIEROGLYPH A049","%F0%93%80%BA","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%BA",NA,NA,NA,NA,NA,NA
"U+1303B","𓀻","f0 93 80 bb","EGYPTIAN HIEROGLYPH A050","%F0%93%80%BB","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%BB",NA,NA,NA,NA,NA,NA
"U+1303C","𓀼","f0 93 80 bc","EGYPTIAN HIEROGLYPH A051","%F0%93%80%BC","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%BC",NA,NA,NA,NA,NA,NA
"U+1303D","𓀽","f0 93 80 bd","EGYPTIAN HIEROGLYPH A052","%F0%93%80%BD","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%BD",NA,NA,NA,NA,NA,NA
"U+1303E","𓀾","f0 93 80 be","EGYPTIAN HIEROGLYPH A053","%F0%93%80%BE","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%BE",1000000000000,1000,1000000000000,19799516,0,0
"U+1303F","𓀿","f0 93 80 bf","EGYPTIAN HIEROGLYPH A054","%F0%93%80%BF","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%80%BF",420,1,420,3055988,0,0
"U+13040","𓁀","f0 93 81 80","EGYPTIAN HIEROGLYPH A055","%F0%93%81%80","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%81%80",1000000000000,1000,1000000000000,19793985,0,0
"U+13041","𓁁","f0 93 81 81","EGYPTIAN HIEROGLYPH A056","%F0%93%81%81","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%81%81",NA,NA,NA,NA,NA,NA
"U+13042","𓁂","f0 93 81 82","EGYPTIAN HIEROGLYPH A057","%F0%93%81%82","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%81%82",1,1,0,19788326,0,1
"U+13043","𓁃","f0 93 81 83","EGYPTIAN HIEROGLYPH A058","%F0%93%81%83","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%81%83",1,1,0,19788328,0,1
"U+13044","𓁄","f0 93 81 84","EGYPTIAN HIEROGLYPH A059","%F0%93%81%84","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%81%84",1000000000000,1000,1000000000000,19801298,0,0
"U+13045","𓁅","f0 93 81 85","EGYPTIAN HIEROGLYPH A060","%F0%93%81%85","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%81%85",1,1,0,19788332,0,1
"U+13046","𓁆","f0 93 81 86","EGYPTIAN HIEROGLYPH A061","%F0%93%81%86","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%81%86",1000000000000,1000,1000000000000,19793977,0,0
"U+13047","𓁇","f0 93 81 87","EGYPTIAN HIEROGLYPH A062","%F0%93%81%87","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%81%87",NA,NA,NA,NA,NA,NA
"U+13048","𓁈","f0 93 81 88","EGYPTIAN HIEROGLYPH A063","%F0%93%81%88","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%81%88",1000000000000,1000,1000000000000,19795650,0,0
"U+13049","𓁉","f0 93 81 89","EGYPTIAN HIEROGLYPH A064","%F0%93%81%89","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%81%89",21000000,2000,20950000,8332105,0,4
"U+1304A","𓁊","f0 93 81 8a","EGYPTIAN HIEROGLYPH A065","%F0%93%81%8A","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%81%8A",1000000000000,1000,1000000000000,19973447,0,0
"U+1304B","𓁋","f0 93 81 8b","EGYPTIAN HIEROGLYPH A066","%F0%93%81%8B","https://brc20api.bestinslot.xyz/v1/get_brc20_ticker/%F0%93%81%8B",1000000000000,1000,1000000000000,19805748,0,0
